Kingdom,Class,Order,Suborder,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplified SCS,Citation
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,pengi,Achiasmatic,Male,10,not reported,,"Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities. Jap J Zool, 7, pp.507-555., Okada, T. and Kurokawa, H., 1957. New or little known species of Drosophilidae of Japan (Diptera). Kontyu, 25, pp.2-12., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,peniculipedis,Achiasmatic,Male,12,not reported,,"Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-93., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,peninsularis,Achiasmatic,Male,12,XY,XY,"Patterson, J.T. and M.R. Wheeler, 1942 Description of new species of the subgenera Hirtodrosophila and Drosophila. Univ. Texas Publ. 4213:69-109., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,peninsularis,Achiasmatic,Male,10,XY,XY,"Clayton, F.E. and Ward, C.L., (1954). ""Chromosomal Studies of Several Species of Drosophilidae"" in Patterson, J.T. Studies in the Genetics of Drosophila V.III Articles on Genetics, Taxonomy, Cytology, and Radiation. University of Texas Publ. pp 98-127"
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,pennae,Achiasmatic,Male,8,XY,XY,"Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup. The Japanese Journal of Genetics, 55(3), pp.165-175., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,pennae,Achiasmatic,Male,6,not reported,,"Bock I.R. and Wheeler, M.R., 1972. The Drosophila melanogaster species group. Univ. Texas Publ,7213, pp.1-102., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,percnosoma,Achiasmatic,Male,12,not reported,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,perkinsi,Achiasmatic,Male,12,not reported,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,persimilis,Achiasmatic,Male,10,XY,XY,"Tan, C.C., 1935. Salivary gland chromosomes in the two races of Drosophila pseudoobscura. Genetics, 20(4), p.392-402., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,phaeopleura,Achiasmatic,Male,8,XY,XY,"Kaneshiro, K. and Wheeler, M.R., 1970. Preliminary report on the species of the ananassae subgroup.Drosophila Information Service,45, p.143., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,phalerata,Achiasmatic,Male,12,XY,XY,"Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,phalerata,Achiasmatic,Male,12,not reported,,"Frolova, S.L., 1926 Normale und polyploide Chromosomengarnituren bei einigen Drosophila-Arten. Z. Zellforsch. 3:682-694., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,picta,Achiasmatic,Male,12,not reported,,"Tsacas, L., 1970. Some data upon the morphology and biology of D. picta Zett. Drosophila Inf. Serv. 45, 90., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,picticornis,Achiasmatic,Male,12,not reported,,"Clayton, F.E., 1966. Preliminary report on the karyotypes of Hawaiian Drosophilidae.Univ. Texas Publ,6615, pp.397-404., Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-94., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-226., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,pictilis,Achiasmatic,Male,12,XY,XY,"Wasserman M., 1962. ""Cytological studies of the repleta group of the genus Drosophila"". In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila. Genetics, Taxonomy, and Evolution. University of Texas Publ. 85-109., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,pictiventris,Achiasmatic,Male,8,XO,XO,"Clayton, F.E. and C.L. Ward, 1954 Chromosomal studies of several species of Drosophilidae. Univ. Texas Publ. 5422:98-105., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,pictura,Achiasmatic,Male,12,XY,XY,"Wasserman M., 1962. ""Cytological studies of the repleta group of the genus Drosophila"". In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila. Genetics, Taxonomy, and Evolution. University of Texas Publ. 85-112., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,pilimana,Achiasmatic,Male,12,not reported,,"Clayton, F.E., 1966. Preliminary report on the karyotypes of Hawaiian Drosophilidae.Univ. Texas Publ,6615, pp.397-404., Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-95., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-227., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,pinicola,Achiasmatic,Male,6,XY,XY,"Sturtevant, A.H., 1942. The classification of the genus Drosophila, with descriptions of nine species. Univ Texas Publ, 4213, pp.5-51., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,planitibia,Achiasmatic,Male,12,not reported,,"Carson, H.L., Clayton, F.E. and Stalker, H.D., 1967. Karyotypic stability and speciation in Hawaiian Drosophila. Proceedings of the National Academy of Sciences of the United States of America, 57:1280-1285., Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-96., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-228., Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,polliciforma,Achiasmatic,Male,12,not reported,,"Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,polychaeta,Achiasmatic,Male,12,XY,XY,"Patterson, J.T. and Wheeler, M.R., 1942. Description of new species of the subgenera Hirtodrosophila and Drosophila. Univ. Texas Publ. 4213:69-109., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,polymorpha,Achiasmatic,Male,8,XY,XY,"Dobzhansky, T.G. and Pavan, C., 1943. Studies on Brazilian species of Drosophila. Boletim da Faculdade de Filosofia, Cincias e Letras da Universidade de Sao Paulo. Biologia Geral. Separata, 36(4), pp.7-72., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,ponera,Achiasmatic,Male,12,XY,XY,"Tsacas, L. and David, J. (1975). Les Drosophilidae (Diptera) de l'Ille de la Reunion et de l'Ile Maurice. I. Deux novelles especes du genre Drosophila. Bull. Soc. Linn. Lyon 44, 134-143., Clayton, F.E. and W.C. Guest (1986). Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,primaeva,Achiasmatic,Male,12,not reported,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-97., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-229.,Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,procardinoides,Achiasmatic,Male,8,not reported,,"Frydenberg, O., 1956. Two new species of Drosophila from Peru (Drosophilidae, Diptera). Revista Brasileira de Entomologia, 6, pp.57-64., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,procardinoides,Achiasmatic,Male,8,XY,XY,"Futch, D.G., 1962. Hybridization studies within the cardini species group of the genus. In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila. Genetics, Taxonomy, and Evolution. University of Texas Publ. 539-557"
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,prolaticilia,Achiasmatic,Male,12,not reported,,"Carson, H.L., Clayton, F.E. and Stalker, H.D., 1967. Karyotypic stability and speciation in Hawaiian Drosophila. Proceedings of the National Academy of Sciences of the United States of America, 57:1280-1285., Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-98., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI. University of Texas Publ. pp171-230., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,prolongata,Achiasmatic,Male,8,XY,XY,"Singh, B.K. and Gupta, J.P., 1979. Karyological study in some Indian species of Drosophilidae. Caryologia, 32(3), pp.265-278., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986). The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256. New York, NY: Academic Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,promeridiana,Achiasmatic,Male,10,XY,XY,"Wasserman M., 1962. ""Cytological studies of the repleta group of the genus Drosophila"". In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila. Genetics, Taxonomy, and Evolution. University of Texas Publ. 85-86., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,propachuca,Achiasmatic,Male,10,XY,XY,"Wasserman, M., 1962. Cytological studies of the repleta group of the genus Drosophila. V. The mulleri subgroup. Univ. Texas Publ, 6205, pp.85-117., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,prosaltans,Achiasmatic,Male,6,not reported,,"Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest. University of Texas Publ. pp. 282-326., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,prosaltans,Achiasmatic,Male,6,XY,XY,"Wharton, L.T., 1943. An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila.Univ. Texas Publ.,4313, pp.282-319., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,prosaltans I,,,6,XY,XY,
Animalia,Insecta,Diptera,Brachycera,Drosophilidae,Drosophila,prosaltansII,Achiasmatic,Male,6,not reported,,"Dobzhansky, T. and Pavan, C., 1943. Chromosome complements of some South-Brazilian species of Drosophila. Proceedings of the National Academy of Sciences of the United States of America, 29(11), p.368., Clayton, F.E. and M.R. Wheeler, (1975). A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512. New York, NY: Plenum Press., Patterson, J.T. and W.S. Stone, (1952). Evolution in the Genus Drosophila. New York, NY: Macmillian Company."
